athleteId,schoolYear,sport,grade,nRaces,best800,best1500,best3000,best5000,bestAny
7324265,2016,xc,10,5,,,,1198.6,1198.6
7324265,2017,xc,11,1,,,,1276.1,1276.1
7407527,2015,xc,11,6,,,,1094,1094
7407527,2015,tfo,11,1,,286.7,,,286.7
7433601,2015,xc,9,6,,,,1275.6,1275.6
7433602,2015,xc,9,5,,,781.7,1276,781.7
7433602,2015,tfo,9,3,,,,,28.18
7433602,2016,xc,10,7,,,,1140.7,1140.7
7433602,2016,tfo,10,4,139.18,324,697.2,,139.18
7433602,2017,xc,11,9,,,,1091.1,1091.1
7433602,2017,tfo,11,3,146.97,286.66,630.7,,146.97
7433602,2018,xc,12,7,,,,1098.8,1098.8
7433602,2018,tfo,12,5,139.12,309.2,667,,13.44
7437720,2015,xc,10,4,,,,1653,1653
7480849,2015,xc,12,4,,,,1542,1542
7480849,2015,tfo,12,2,182.8,357.6,,,182.8
7859343,2015,tfo,11,4,,,,,14.37
7859343,2016,tfo,12,5,,,,,13.66
7859372,2015,tfo,11,3,,,,,29.81
7859372,2016,tfo,12,5,,,,,13.88
7859373,2016,tfo,11,1,,,,,9.94
7859375,2015,tfo,10,1,,312.3,,,312.3
7859375,2016,tfo,11,1,,311.78,,,311.78
7859375,2017,tfo,12,4,,,,,12.96
7859377,2015,tfo,10,3,,,,,12.95
7859415,2015,tfo,10,2,,323.9,743,,323.9
7859415,2016,tfo,11,5,145.5,,,,19.94
7859415,2017,xc,12,9,,,,1185,1185
7859415,2017,tfo,12,6,148.64,324.52,708.6,,13.35
7859417,2015,tfo,10,3,,,,,13.23
7859418,2015,tfo,10,2,,,,,29.37
7859421,2015,tfo,10,2,,,,,12.48
7859421,2016,tfo,11,5,,,,,7.44
7859421,2017,tfo,12,2,,,,,11.85
7859423,2015,tfo,10,2,,,,,55.4
7859423,2016,tfo,11,3,,,,,16.64
7859423,2017,tfo,12,1,,,,,50.4
7859431,2015,tfo,10,4,150.19,,,,27.49
7859436,2015,tfo,9,2,,,,,13.91
7859439,2015,tfo,9,1,,,,,13.24
7859439,2016,tfo,10,2,,,,,8.24
7859441,2015,tfo,9,2,,306.25,,,67.5
7859441,2016,tfo,10,3,,,,,26.88
7859441,2017,tfo,11,3,,,,,26.7
7859441,2018,tfo,12,3,,,,,12.72
7859442,2015,tfo,9,3,,,,,27.65
7859442,2016,tfo,10,5,,,,,21.84
7859442,2017,tfo,11,4,,,,,13.28
7859445,2015,tfo,9,2,,,,,12.72
7859446,2015,tfo,9,1,,,,,12.74
7859446,2016,tfo,10,1,,,,,13.14
7859447,2015,tfo,9,4,151.41,303.1,655.7,,69.9
7859447,2016,xc,10,9,,,,1109.6,1109.6
7859447,2016,tfo,10,3,,289.81,631.49,,289.81
7859447,2017,xc,11,8,,,,1043.7,1043.7
7859447,2017,tfo,11,2,,273.1,593.45,,273.1
7859447,2018,xc,12,10,,,,1030.1,1030.1
7859447,2018,tfo,12,2,,277.9,606.8,,277.9
7859449,2015,tfo,9,1,,,,,13.46
7859449,2016,tfo,10,1,,,,,60.9
7859452,2015,tfo,9,2,,,,,13.9
7859454,2015,tfo,9,2,,,,,11.57
7859454,2016,tfo,10,1,,,,,12.14
7859454,2017,tfo,11,2,,,,,11.75
7859459,2015,tfo,9,3,142.95,295.67,,,62.1
7859464,2015,tfo,9,2,,,,,12.92
7859464,2016,tfo,10,5,,,,,7.94
7859466,2015,tfo,9,2,,300.4,650.8,,300.4
7859466,2016,xc,10,8,,,,1153.3,1153.3
7859466,2016,tfo,10,4,147.16,292.2,635.5,,147.16
7859466,2017,xc,11,9,,,,1057.7,1057.7
7859466,2017,tfo,11,3,138.1,273.6,587.92,,138.1
7859466,2018,xc,12,9,,,,1071,1071
7859466,2018,tfo,12,2,,276.62,589.94,,276.62
7859468,2015,tfo,9,3,,,,,13.81
7859468,2016,tfo,10,1,,,,,8.34
7859468,2017,tfo,11,1,,,,,62.6
7859468,2018,tfo,12,1,,,,,12.08
7859469,2015,tfo,9,3,,,,,12.33
7859469,2016,tfo,10,6,,,,,8.34
7859469,2017,tfo,11,4,,,,,12.05
7859469,2018,tfo,12,1,,,,,12.01
7859470,2015,tfo,9,1,,,,,15.22
7859477,2015,tfo,9,2,,326.5,707,,326.5
7859477,2016,xc,10,8,,,,1214.8,1214.8
7859477,2016,tfo,10,4,149.5,310.38,700.6,,149.5
7859477,2017,xc,11,7,,,,1214.4,1214.4
7859477,2017,tfo,11,1,,330.33,,,330.33
7859477,2018,xc,12,8,,,789.2,1259.1,789.2
7859477,2018,tfo,12,2,157.43,339.9,,,157.43
7859480,2015,tfo,9,2,,,,,13.12
7859480,2016,tfo,10,3,,,,,12.5
7859481,2015,tfo,9,4,,,,,12.84
7859481,2016,tfo,10,2,,,,,13.15
7859485,2015,tfo,9,3,,289.8,605.11,,66.8
7859485,2016,xc,10,9,,,,1052.4,1052.4
7859485,2016,tfo,10,3,,272.38,599,,272.38
7859485,2017,xc,11,9,,,,1025.2,1025.2
7859485,2017,tfo,11,3,136.08,269,581.3,,136.08
7859485,2018,xc,12,10,,,,1036,1036
7859485,2018,tfo,12,2,,279,609,,279
7859489,2015,tfo,9,2,,,,,27.44
7859492,2015,tfo,12,2,,,,,13.77
7859500,2015,tfo,11,2,,,,,14.34
7859501,2015,tfo,11,2,,,,,15.62
7859524,2015,tfo,11,2,,,,,14.89
7859528,2015,tfo,11,2,,,,,15.78
7859528,2016,tfo,12,1,,,,,9.74
7859535,2015,tfo,11,3,,,,,15.06
7859535,2016,tfo,12,1,,,,,24.14
7859539,2015,tfo,10,2,,,,,15.33
7859548,2015,tfo,10,2,,,,,13.8
7859551,2016,tfo,11,1,,,,,16.64
7859552,2015,tfo,10,2,,,,,15.34
7859555,2015,tfo,10,2,,,,,15.85
7859561,2015,tfo,10,4,,,,,14.43
7859561,2016,tfo,11,3,,,,,21.64
7859561,2017,tfo,12,2,,,,,28.1
7859565,2015,tfo,10,3,164.24,327.83,710.87,,164.24
7859565,2016,xc,11,10,,,,1193.5,1193.5
7859565,2016,tfo,11,4,159,322.05,687.94,,159
7859565,2017,xc,12,12,,,,1199.6,1199.6
7859569,2015,tfo,10,2,,,,,15.99
7859570,2015,tfo,10,2,,,,,16.29
7859570,2016,tfo,11,2,,,,,10.64
7859573,2015,tfo,10,3,169.7,349.42,,,75.65
7859573,2016,xc,11,9,,,,1350.7,1350.7
7859573,2016,tfo,11,1,,357.75,,,357.75
7859577,2015,tfo,9,2,,,,,13.84
7859577,2016,tfo,10,3,,,,,9.24
7859579,2015,tfo,9,1,,,,,34.12
7859581,2016,tfo,10,1,,,,,9.84
7859582,2015,tfo,9,1,,,,,14.46
7859582,2016,tfo,10,2,,,,,9.44
7859585,2015,tfo,9,1,,,,,14.75
7859585,2016,tfo,10,1,,,,,15.44
7859586,2015,tfo,9,2,,,,,14.75
7859587,2015,tfo,9,4,162.2,,,,29.62
7859587,2017,tfo,11,3,177.51,,,,67.71
7859587,2018,tfo,12,2,,,,,29.39
7859589,2015,tfo,9,3,144.57,317.9,,,74.3
7859589,2016,xc,10,9,,,,1164.7,1164.7
7859589,2016,tfo,10,5,140.85,318.3,,,61.5
7859589,2017,xc,11,12,,,,1163.9,1163.9
7859589,2017,tfo,11,4,139.19,,697.42,,60.5
7859589,2018,xc,12,10,,,,1215,1215
7859592,2015,tfo,9,1,,,,,13.85
7859592,2016,tfo,10,2,,,,,9.24
7859592,2017,tfo,11,1,,,,,13.12
7859592,2018,tfo,12,1,,,,,12.71
7859593,2015,tfo,9,2,,,,,14.14
7859593,2016,tfo,10,3,,,,,9.24
7859593,2017,tfo,11,1,,,,,14.22
7859593,2018,tfo,12,1,,,,,13.82
7859595,2016,tfo,10,1,,,,,15.41
7859596,2015,tfo,9,2,,,,,15.89
7859596,2016,tfo,10,1,,,,,15.95
7859596,2017,tfo,11,1,,382.4,,,382.4
7859596,2018,tfo,12,1,,400,,,400
7859598,2015,tfo,9,1,,,,,15.58
7859601,2016,tfo,10,1,,,,,10.74
7859603,2016,tfo,10,1,,,,,12.74
7859604,2015,tfo,9,2,,,,,19.04
7859608,2015,tfo,9,1,,382.18,,,382.18
7859608,2016,xc,10,9,,,,1550,1550
7859608,2016,tfo,10,2,,408.7,,,408.7
7859608,2017,xc,11,7,,,,1555.5,1555.5
7859609,2015,tfo,9,2,,,,,15.34
7859611,2015,tfo,9,2,,,,,16.15
7859616,2015,tfo,9,4,,,,,13.07
7859616,2016,tfo,10,6,,,,,12.84
7859616,2017,tfo,11,4,,,,,12.77
7859616,2018,tfo,12,2,,,,,13.41
7859617,2015,tfo,9,3,,,,,14.91
7859617,2016,tfo,10,3,,,,,9.34
7875713,2015,tfo,11,2,,,,,15.97
7875823,2015,tfo,,2,,,,,15.24
7877738,2015,tfo,12,3,152.98,342.35,767.64,,152.98
7883986,2015,tfo,9,1,,333.2,,,333.2
7884107,2015,tfo,10,1,,,,,76
7884108,2015,tfo,10,2,,342.51,,,65.2
7923526,2015,tfo,12,4,,,,,16.02
8026154,2019,tfo,10,2,,,,,14.59
8026156,2018,tfo,9,2,,,,,14.43
8026183,2018,tfo,9,1,,,,,12.46
8035512,2015,tfo,9,1,,,,,16.54
8035512,2016,tfo,10,1,,,,,10.54
8623721,2016,xc,9,7,,,,1149.6,1149.6
8623721,2016,tfo,9,2,,279.1,611.55,,279.1
8623721,2017,xc,10,4,,,,1051,1051
8623721,2017,tfo,10,2,,258.92,563.77,,258.92
8623721,2018,xc,11,9,,,,1022,1022
8623721,2018,tfo,11,3,131.27,257.83,576.62,,131.27
8623721,2019,xc,12,10,,,,1004.8,959.8
8623721,2019,tfo,12,4,126.94,250.31,578.81,,58
8623780,2016,xc,9,9,,,,1088.2,1088.2
8623780,2017,xc,10,9,,,,1029.6,1029.6
8623809,2016,xc,9,5,,,,1084,1084
8623809,2017,xc,10,3,,,,1154.8,1154.8
8623842,2016,xc,9,7,,,785,1293.9,785
8623843,2016,xc,9,9,,,,1100.4,1100.4
8623843,2016,tfo,9,3,145.2,303.5,632.86,,145.2
8623843,2017,xc,10,6,,,,1149,1149
8623843,2017,tfo,10,3,130.67,272.72,590.95,,130.67
8623843,2018,xc,11,11,,,,1016.7,1016.7
8623843,2018,tfo,11,4,137.59,262.89,583.02,,60.12
8623843,2019,xc,12,4,,,,1073.5,1073.5
8623844,2016,xc,9,8,,,907,1541.4,907
8623845,2016,xc,10,9,,,,1194.3,1194.3
8623845,2017,xc,11,9,,,,1183.3,1183.3
8623846,2016,xc,10,9,,,783,1330.6,783
8623846,2016,tfo,10,3,144.73,320.3,731,,144.73
8623846,2017,xc,11,8,,,,1278.8,1278.8
8623846,2017,tfo,11,2,142.33,306.95,,,142.33
8623846,2018,xc,12,9,,,,1201.2,1201.2
8623846,2018,tfo,12,2,139.07,329.4,,,139.07
8623847,2016,xc,9,4,,,,1163.1,1163.1
8623849,2016,xc,9,9,,,,1149.1,1149.1
8623851,2016,xc,11,1,,,1583,,1583
8623852,2016,xc,9,9,,,,1299.1,1299.1
8623852,2016,tfo,9,3,169.54,338.24,,,169.54
8623852,2017,tfo,10,1,,365.59,,,365.59
8623853,2016,xc,9,10,,,,1142.5,1142.5
8623853,2017,xc,10,12,,,,1135.8,1135.8
8623853,2017,tfo,10,2,,303.93,675.13,,303.93
8623853,2018,xc,11,10,,,,1137,1137
8623853,2019,xc,12,11,,,,1206.5,1147.1
8623854,2016,xc,10,5,,,834,1392.1,834
8623855,2016,xc,11,8,,,902,1670.5,902
8623856,2016,xc,9,7,,,,1579.5,1579.5
8623856,2016,tfo,9,1,,,,,465.8
8623856,2017,xc,10,1,,,990,,990
8623857,2016,xc,12,7,,,902,1505.6,902
8623858,2016,xc,11,5,,,,1361.7,1361.7
8623858,2017,xc,12,9,,,,1298.2,1298.2
8668729,2016,xc,9,8,,,,1554,1554
8668729,2016,tfo,9,4,,,,,10.24
8668789,2016,xc,9,9,,,896,1499.8,896
8668789,2016,tfo,9,4,,,,,23.14
8668789,2017,xc,10,9,,,967,1548.8,967
8668789,2018,xc,11,5,,,1168.1,1623,1168.1
8668789,2018,tfo,11,2,,,,,30.54
8681591,2016,xc,10,9,,,,1163.1,1163.1
8681591,2017,xc,11,8,,,,1310,1310
8721924,2016,xc,9,2,,,,1107,1107
8738753,2016,xc,9,6,,,,1578.7,1578.7
8738753,2017,xc,10,8,,,,1458.7,1458.7
8751425,2019,tfo,9,3,,,,,26.24
8751429,2019,xc,9,9,,,659.8,1056.2,659.8
8751429,2019,tfo,9,4,135.07,269.33,608.6,,58.5
8751429,2020,xc,10,12,,,633.6,1001.8,633.6
8751429,2021,xc,11,2,,,,1123,1123
8751429,2021,tfo,11,2,129.88,273.44,,,129.88
8751429,2022,xc,12,10,,,616.1,1036.8,616.1
8751429,2022,tfo,12,2,127.44,276.355,,,127.44
8751432,2019,tfo,9,2,,,,,59.98
8751432,2020,xc,10,9,,,686.2,1120.7,686.2
8751432,2021,xc,11,4,,,,1198,1198
8751432,2021,tfo,11,1,,,,,57.14
8751432,2022,xc,12,8,,,,1130,1130
8751432,2022,tfo,12,1,,,,,12.14
8751435,2018,xc,9,9,,,,1175.3,1175.3
8751435,2019,xc,10,2,,,,1311.5,1311.5
8751437,2019,xc,9,9,,,688.4,1122.6,688.4
8751437,2020,xc,10,10,,,667.1,1061.8,667.1
8751437,2021,xc,11,4,,,,1131,1131
8751437,2022,xc,12,7,,,,1113.5,1113.5
8751440,2019,tfo,9,2,,,,,13.28
8751440,2021,tfo,11,1,,,,,13.51
8751440,2022,tfo,12,1,,,,,13.85
8751442,2018,xc,9,8,,,737,1164,737
8751442,2019,xc,10,8,,,,1125.7,1097.3
8751442,2020,xc,11,9,,,664.5,1125.1,664.5
8751442,2021,xc,12,2,,,,1370.3,1370.3
8762567,2019,tfo,9,4,128.38,,,,12.47
8762567,2021,tfo,11,3,,,,,11.44
8762567,2022,tfo,12,4,123.558,,,,11.391
8873353,2004,tfo,12,2,,277.27,593.21,,277.27
9123970,2015,tfo,9,4,,,,,12.12
9123970,2016,tfo,10,7,129.2,,,,17.44
9123970,2017,tfo,11,2,,,,,23.61
9123970,2018,tfo,12,1,,,,,52.88
9123995,2015,tfo,9,3,,,,,14.4
9123995,2016,tfo,10,3,,,,,9.04
9123995,2017,tfo,11,1,,,,,64.3
9197882,2017,tfo,9,1,,,,,12.94
9197882,2018,tfo,10,1,,,,,12.78
9214619,2016,tfo,11,3,,,,,8.34
9214619,2017,tfo,12,3,,,,,12.71
9372699,2016,tfo,10,1,,,,,82.34
9372710,2016,tfo,11,1,,,,,84.41
9372716,2016,tfo,11,2,208.2,,,,83.21
9372720,2016,tfo,9,4,171.4,363.43,807.9,,171.4
9372720,2017,xc,10,3,,,,1473,1473
9372720,2017,tfo,10,2,172.42,369.68,,,172.42
9372720,2018,xc,11,9,,,,1415.5,1415.5
9372720,2019,xc,12,9,,,879.1,1515.6,879.1
9372729,2016,tfo,12,2,,440.92,,,432.5
9399823,2016,tfo,9,2,,,,,15.33
9399823,2017,tfo,10,2,,,,,15.85
9399823,2018,tfo,11,2,,,,,15.57
9399833,2016,tfo,9,4,,,,,8.74
9399833,2017,tfo,10,3,,,,,30.06
9399833,2018,tfo,11,2,,,,,27.55
9399833,2019,tfo,12,3,,,,,28.16
9399836,2016,tfo,9,2,,,,,19.2
9399844,2016,tfo,9,2,,,,,14.4
9399866,2016,tfo,9,1,,,,,10.94
9399872,2016,tfo,9,5,,,,,14.2
9399872,2017,tfo,10,5,151.01,,,,14.73
9399876,2016,tfo,9,1,,,,,31.03
9399882,2016,tfo,9,3,,,,,9.14
9399885,2016,tfo,9,2,,,,,15.11
9399890,2016,tfo,9,1,,,,,15.48
9399897,2017,tfo,10,3,,,,,15.09
9399897,2018,tfo,11,1,,,,,15.5
9399921,2016,tfo,9,2,,,,,17.14
9399925,2016,tfo,9,3,,,,,9.34
9399928,2016,tfo,9,4,,,,,9.44
9399934,2016,tfo,9,2,,,,,15.29
9399936,2016,tfo,9,2,,,,,9.34
9399938,2016,tfo,9,4,,,,,9.74
9399946,2016,tfo,9,5,,,,,8.24
9399946,2017,tfo,10,4,,,,,12.22
9399949,2016,tfo,9,4,,,,,7.84
9399949,2017,tfo,10,4,,,,,11.32
9399949,2018,tfo,11,1,,,,,11.36
9399949,2019,tfo,12,1,,,,,11.61
9399951,2017,tfo,10,1,,,,,12.62
9399959,2016,tfo,9,5,,,,,23.14
9399959,2017,tfo,10,2,,,,,27.4
9399959,2018,tfo,11,2,,,,,27.3
9399959,2019,tfo,12,2,,,,,26.78
9399962,2016,tfo,9,4,,,,,11.24
9399967,2016,tfo,9,3,131.18,264.9,588.6,,131.18
9399967,2017,xc,10,8,,,,1000.5,1000.5
9399967,2018,xc,11,4,,,,1084,1084
9399971,2016,tfo,9,3,148.91,,,,8.54
9399971,2017,tfo,10,2,,,,,26.36
9399982,2016,tfo,9,2,,,,,15.61
9400006,2016,tfo,9,3,,,,,9.04
9400006,2017,tfo,10,1,,,,,12.58
9400017,2016,tfo,9,4,,,,,9.54
9400017,2017,tfo,10,2,,,,,13.47
9400021,2016,tfo,9,4,,,,,20.44
9400021,2017,xc,10,9,,,,1059.4,1059.4
9400021,2017,tfo,10,3,137.4,,,,57.4
9400021,2018,xc,11,11,,,,1040.2,1040.2
9400021,2018,tfo,11,3,131.91,260.3,565.12,,131.91
9400021,2019,xc,12,10,,,,1029.5,966
9400021,2019,tfo,12,3,,257.18,556.61,,61.5
9400051,2016,tfo,9,1,,,,,9.84
9401646,2016,tfo,11,2,167.4,,,,78.28
9401646,2017,xc,12,8,,,864,1435,864
9401646,2017,tfo,12,2,160.15,333.3,,,160.15
9401652,2016,tfo,9,4,136.4,286.44,,,63.6
9401652,2017,tfo,10,2,130.9,273.11,,,130.9
9401652,2018,tfo,11,2,123.66,263.37,,,123.66
9401652,2019,tfo,12,3,121.62,271.2,,,52.9
9401658,2016,tfo,12,1,,,,,333.59
9422647,2016,tfo,10,7,,,,,8.54
9422648,2016,tfo,9,2,,,,,9.14
9422651,2016,tfo,10,1,,,,,16.94
9422651,2017,tfo,11,1,,,,,17.11
9432883,2016,tfo,10,4,,,,,14.01
9432883,2018,tfo,12,2,,,,,14.4
9432896,2016,tfo,11,4,,,,,9.34
9432896,2017,tfo,12,1,,,,,15.01
9433001,2016,tfo,11,2,,,,,14.74
9433001,2017,tfo,12,1,,,,,15.65
9433005,2016,tfo,12,4,,,,,11.04
9433062,2016,tfo,11,5,,,,,8.44
9433071,2016,tfo,,1,,,,,10.14
9433081,2016,tfo,10,3,,,,,9.64
9433090,2016,tfo,10,3,,,,,8.74
9433090,2017,tfo,11,1,,,,,13.2
9433487,2016,tfo,11,1,,,,,12.34
9433492,2016,tfo,12,1,,,,,9.24
9433497,2016,tfo,9,2,,,,,14.64
9433516,2016,tfo,9,3,,,,,9.84
9433516,2017,tfo,10,3,,,,,14.83
9433522,2016,tfo,10,3,,,,,10.84
9433522,2018,tfo,12,2,,,,,15.32
9433529,2016,tfo,9,2,,,,,16.12
9433530,2016,tfo,9,2,,,,,15.84
9433536,2016,tfo,11,4,,,,,7.94
9433584,2016,tfo,9,3,,,,,9.74
9460300,2016,tfo,9,4,,,,,9.44
9460300,2017,tfo,10,4,,,,,13.6
9460300,2018,tfo,11,2,,,,,13.32
9460300,2019,tfo,12,3,,,,,12.54
9487382,2016,tfo,10,3,,,,,14.68
9487382,2017,tfo,11,2,,,,,14.93
9487396,2016,tfo,10,3,,,,,13.9
9487409,2016,tfo,10,2,,,,,13.7
9487409,2017,tfo,11,1,,,,,13.33
9487409,2018,tfo,12,2,,,,,13.04
9487413,2016,tfo,10,3,,,,,12.94
9614807,2018,tfo,9,2,,,,,14.64
9614808,2019,tfo,9,1,,,,,13.24
9614821,2019,tfo,9,3,161.63,328.28,702.61,,161.63
9614852,2018,tfo,9,2,,,,,14.46
9614853,2020,xc,10,10,,,708.1,1174.1,708.1
9614853,2021,xc,11,3,,,,1285.8,1285.8
9614853,2022,xc,12,10,,,799.8,1160.5,799.8
9614858,2020,xc,12,8,,,,1049.6,1016.2
9614859,2019,xc,9,6,,,727.5,1344,727.5
9614859,2019,tfo,9,4,,,,,13.91
9614867,2019,tfo,9,2,154.15,328.2,,,154.15
9614867,2021,tfo,11,1,147.05,,,,147.05
9654588,2016,tfo,9,2,,,,,16.64
9654588,2017,tfo,10,2,,,,,16.24
9654682,2016,tfo,9,2,,,,,13.34
9654682,2017,tfo,10,1,,,,,13.11
9654752,2016,tfo,,2,,,,,13.72
9667341,2016,tfo,9,2,,,,,15.42
9745088,2024,tfo,9,4,,,,,13.351
9745088,2025,tfo,10,2,,,,,12.519
9745088,2026,tfo,11,3,,,,,12.532
9749782,2023,tfo,9,2,,,,,14.018
9749782,2024,tfo,10,2,,,,,13.828
9749782,2025,tfo,11,1,,,,,13.832
9749789,2022,xc,11,9,,,661.9,1105.2,661.9
9749789,2023,xc,12,9,,,625.1,1054.9,625.1
9830762,2016,tfo,10,2,,,,,12.68
9830762,2017,tfo,11,2,,,,,27.25
9830762,2018,tfo,12,2,,,,,12.62
10149205,2015,tfo,9,3,,,,,14.57
10149205,2016,tfo,10,3,,,,,9.04
10149205,2017,tfo,11,2,,,,,14.04
10149205,2018,tfo,12,1,,,,,14
10208896,2017,xc,9,8,,,,966,966
10208896,2017,tfo,9,4,123.7,250.33,559.01,,52.6
10208896,2018,xc,10,9,,,,959,959
10208896,2018,tfo,10,3,118.04,239.16,,,52.25
10208896,2019,xc,11,9,,,,941.6,897.3
10208896,2019,tfo,11,5,114.79,239.8,,,50.4
10208896,2020,xc,12,10,,,551.5,921.4,551.5
10388348,2017,xc,10,6,,,,1229,1229
10388348,2017,tfo,10,2,,,,,13.29
10388351,2017,xc,9,7,,,678.5,1079,678.5
10388352,2017,xc,9,9,,,754,1194.8,754
10388357,2017,xc,9,9,,,,1041.4,1041.4
10388357,2017,tfo,9,3,131.85,263.82,579,,131.85
10388357,2018,xc,10,10,,,,1035.2,1035.2
10388357,2018,tfo,10,3,125.43,267.4,586.47,,125.43
10388357,2019,xc,11,6,,,,1001,1001
10388357,2019,tfo,11,3,119.73,245.33,549.85,,119.73
10388357,2020,xc,12,1,,,574.7,,574.7
10388362,2017,xc,9,8,,,771.9,1321,771.9
10388368,2017,xc,11,9,,,,1049.1,1049.1
10388369,2017,xc,9,2,,,794.1,1473.4,794.1
10388372,2017,xc,11,8,,,809.9,1250.2,809.9
10388376,2017,xc,9,9,,,,1075.2,1075.2
10388376,2018,xc,10,3,,,,1197.3,1197.3
10388376,2019,xc,11,8,,,,1104.1,1104.1
10388379,2017,xc,9,8,,,777.7,1222.3,777.7
10388379,2018,xc,10,7,,,,1267.4,1267.4
10388381,2017,xc,9,1,,,,1577.6,1577.6
10392302,2017,xc,10,1,,,1115.7,,1115.7
10392304,2017,xc,9,8,,,897,1541.4,897
10392304,2017,tfo,9,2,,,,,14.34
10392304,2018,xc,10,7,,,975,1621,975
10392304,2018,tfo,10,1,,,,,14.22
10392304,2019,xc,11,5,,,969.4,1693.7,969.4
10392304,2019,tfo,11,2,,,,,14.71
10392304,2020,xc,12,6,,,934.8,1692.5,934.8
10392305,2017,xc,9,9,,,,1435.9,1435.9
10392305,2017,tfo,9,3,171.52,355.4,768.01,,171.52
10392305,2018,xc,10,9,,,,1402,1402
10392305,2018,tfo,10,2,173.9,337.3,,,173.9
10392305,2019,tfo,11,1,,355.8,,,355.8
10392308,2017,xc,9,9,,,891.1,1408.8,891.1
10392308,2018,xc,10,9,,,,1427.4,1427.4
10392308,2019,xc,11,9,,,874.2,1493.8,874.2
10392308,2020,xc,12,10,,,874.6,1471.2,874.6
10392310,2017,xc,9,9,,,901.3,1377.7,901.3
10392310,2017,tfo,9,3,182.77,386.1,855.57,,182.77
10392310,2018,xc,10,9,,,902,1409.5,902
10392310,2018,tfo,10,2,180.4,383.23,,,180.4
10392310,2019,xc,11,9,,,,1387.4,1377.3
10392310,2019,tfo,11,2,167.27,351.63,,,167.27
10392310,2020,xc,12,8,,,850.8,1422.3,850.8
10419058,2017,xc,9,8,,,918,1502.4,918
10419058,2017,tfo,9,3,186.55,400.96,858.46,,186.55
10419058,2018,xc,10,8,,,,1518,1518
10419058,2018,tfo,10,1,,402.65,,,402.65
10419058,2019,xc,11,9,,,905.6,1524,905.6
10419058,2019,tfo,11,2,191.9,418.71,,,191.9
10419058,2020,xc,12,9,,,878.1,1482.1,878.1
10419059,2017,xc,10,10,,,,1213.3,1213.3
10419059,2018,xc,11,3,,,,1339.6,1339.6
10419059,2018,tfo,11,3,155.71,327.42,708.7,,155.71
10419059,2019,xc,12,8,,,,1253,1253
10419059,2019,tfo,12,1,159.59,,,,159.59
10428659,2017,xc,9,6,,,,1432.8,1432.8
10428665,2017,xc,12,7,,,,1253.3,1253.3
10428667,2017,xc,10,6,,,,1416.6,1416.6
10428667,2018,xc,11,5,,,,1436.1,1436.1
10428672,2017,xc,10,9,,,878,1304.1,878
10428672,2018,xc,11,9,,,,1226.8,1226.8
10428672,2019,xc,12,10,,,,1245.9,1157.7
10428672,2019,tfo,12,1,157.02,,,,157.02
10454028,2017,xc,9,9,,,,1140.4,1140.4
10454028,2017,tfo,9,3,130.7,263.06,585,,130.7
10454028,2018,xc,10,10,,,,1018,1018
10454028,2018,tfo,10,3,132.85,262.52,572.68,,132.85
10454028,2019,xc,11,10,,,,1011,957.8
10454028,2019,tfo,11,3,123.58,260.1,,,56.3
10454028,2020,xc,12,12,,,591.2,1013.8,591.2
10489917,2013,tfo,9,3,,284.9,587.76,,62.1
10489917,2014,xc,10,11,,,,1009.5,724
10489917,2014,tfo,10,3,,259.54,548.16,,62
10489917,2015,xc,11,9,,,,950.7,950.7
10489917,2015,tfo,11,3,124.69,246.84,534.88,,124.69
10489917,2016,xc,12,9,,,,929.7,929.7
10489917,2016,tfo,12,5,117.88,238.98,513.45,,52
10529662,2017,xc,12,8,,,887,1360.4,887
10543624,2017,xc,11,7,,,,1383.2,1383.2
10543624,2018,xc,12,7,,,,1358,1358
10555986,2017,xc,9,1,,,,1460,1460
10584047,2020,xc,9,8,,,656,1115.5,656
10584047,2021,xc,10,4,,,,1076.3,1076.3
10584047,2021,tfo,10,3,129.65,281.72,601.97,,129.65
10584047,2022,xc,11,10,,,602.6,999.1,602.6
10584047,2022,tfo,11,3,129.9,249.735,531.733,,129.9
10584047,2023,xc,12,9,,,,976.7,976.7
10584047,2023,tfo,12,3,,254.87,540.776,,254.87
10584051,2018,xc,9,4,,,,1314.8,1314.8
10584059,2019,xc,10,9,,,737.8,1315.8,737.8
10584059,2019,tfo,10,3,149.26,305.56,678.29,,149.26
10584059,2020,xc,11,7,,,672.9,1150.4,672.9
10584059,2021,tfo,12,2,148.6,327.13,,,148.6
10584064,2019,xc,9,8,,,723.9,1242.7,723.9
10584064,2020,xc,10,9,,,710.8,1167.1,710.8
10584068,2018,xc,9,9,,,727,1079.2,727
10584068,2018,tfo,9,3,132.84,266.18,588.6,,132.84
10584068,2019,xc,10,7,,,,1054,986.7
10584068,2020,xc,11,7,,,,1043.7,1012.5
10584071,2019,xc,9,10,,,630.4,1039.8,630.4
10584071,2019,tfo,9,4,129.31,259.1,558.84,,55.9
10584071,2020,xc,10,9,,,,974.3,954.9
10584071,2022,xc,12,1,,,,985.6,985.6
10584074,2018,xc,9,5,,,826.8,1223.6,826.8
10584074,2019,xc,10,8,,,,1182.8,1152.9
10584096,2020,xc,9,9,,,714.7,1197.3,714.7
10584096,2021,xc,10,1,,,,1218.1,1218.1
10584097,2020,xc,9,8,,,767.9,1174.6,767.9
10584102,2019,xc,9,11,,,,1214.5,1173.3
10584102,2019,tfo,9,3,150.02,324.8,701.17,,150.02
